Package,LibPath,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,MD5sum,NeedsCompilation,Built
OpenML,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.8,NA,"R (>= 3.0.2), mlr (>= 2.11)","backports (>= 1.1.0), BBmisc (>= 1.11), checkmate (>= 1.8.2),
ParamHelpers (>= 1.10), data.table, digest, httr, stringi, XML,
jsonlite, memoise (>= 1.0.0), stats, curl (>= 3.1)",NA,"testthat, xml2, randomForest, rpart, RWeka, farff, knitr,
rmarkdown, R.rsp, lintr (>= 1.0.1)",NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,no,3.4.4
OpenMx,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.8.3,NA,R (>= 3.1.0),"Rcpp, digest, MASS, methods, Matrix, parallel","Rcpp, RcppEigen, StanHeaders (>= 2.10.0.2), BH (>= 1.60),
rpf (>= 0.45)","mvtnorm, numDeriv, roxygen2 (>= 3.1), devtools, Rmpi, rpf (>=
0.45), snowfall, lme4",NA,Apache License (== 2.0),NA,NA,NA,NA,yes,3.4.3
openNLP,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.2-6,NA,NA,"NLP (>= 0.1-6.3), openNLPdata (>= 1.5.3-1), rJava (>= 0.6-3)",NA,openNLPmodels.en,NA,GPL-3,NA,NA,NA,NA,no,3.4.3
openNLPdata,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.5.3-4,NA,NA,rJava (>= 0.6-3),NA,NA,NA,GPL-3,NA,NA,NA,NA,no,3.4.3
openssl,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.9.9,NA,NA,NA,NA,"testthat, digest, knitr, rmarkdown, jsonlite, jose",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.4.3
openxlsx,C:/Users/mmorris/Documents/R/R-3.4.3/library,4.0.17,NA,R (>= 3.3.0),"methods, Rcpp, grDevices, stats, utils",Rcpp,"knitr, testthat",NA,GPL-3,NA,NA,NA,NA,yes,3.4.3
ordinal,C:/Users/mmorris/Documents/R/R-3.4.3/library,2015.6-28,NA,"R (>= 2.13.0), methods","ucminf, MASS, Matrix",NA,"lme4, nnet, xtable, testthat (>= 0.8)",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.3
ordinalNet,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.4,NA,NA,"stats, graphics",NA,"testthat (>= 1.0.2), MASS (>= 7.3-45), glmnet (>= 2.0-5),
penalized (>= 0.9-50), glmnetcr (>= 1.0.3), VGAM (>= 1.0-3),
rms (>= 5.1-0)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
packagefinder,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.0.7,NA,NA,"httr, utils, jsonlite, pander, formattable, stringr, tools",NA,NA,NA,GPL-3,NA,NA,NA,NA,no,3.4.4
packrat,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.4.8-1,NA,R (>= 3.0.0),"tools, utils",NA,"testthat (>= 0.7), devtools, httr, knitr, rmarkdown",BiocInstaller,GPL-2,NA,NA,NA,NA,no,3.4.3
pacman,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.4.6,NA,R (>= 3.0.2),"devtools (>= 1.13.0), methods, stats, utils",NA,"knitr, lattice, testthat (>= 0.9.0), XML",NA,GPL-2,NA,NA,NA,NA,no,3.4.3
paletteer,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1.0,NA,R (>= 2.10),"ggthemes,
jcolors,
oompaBase,
palr,
pals,
scico,
viridisLite,
rlang",NA,"covr,
testthat,
ggplot2,
knitr,
rmarkdown",NA,GPL-3,NA,NA,NA,NA,NA,3.4.3
palr,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.0.6,NA,R (>= 2.10),NA,NA,"knitr, raster, rmarkdown, testthat, covr",NA,GPL-3,NA,NA,NA,NA,no,3.4.4
pals,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.5,NA,"R (>= 2.10), maps,","dichromat, colorspace, graphics, grDevices, mapproj, methods,
rgl, stats",NA,"classInt, ggplot2, knitr, latticeExtra, reshape2, testthat",NA,GPL-3,NA,NA,NA,NA,no,3.4.4
pander,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.6.1,NA,R (>= 2.15.0),"grDevices, graphics, methods, utils, stats, digest, tools,
Rcpp",Rcpp,"grid, lattice, ggplot2 (>= 0.9.2), koRpus, futile.logger,
survival, microbenchmark, zoo, nlme, descr, MASS, knitr,
rmarkdown, tables, reshape, memisc, Epi, randomForest, tseries,
gtable, rms, forecast, data.table",NA,AGPL-3 | file LICENSE,NA,NA,NA,NA,yes,3.4.3
papaja,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1.0.9842,NA,R (>= 2.11.1),"base64enc,
bookdown (>= 0.6),
broom (>= 0.3.6),
knitr (>= 1.10.5),
methods,
rmarkdown (>= 1.10),
yaml",NA,"afex,
BayesFactor,
beeswarm,
boot,
car,
carData,
downloader,
dplyr,
emmeans,
ggplot2,
latex2exp,
lsmeans,
MBESS,
multcomp,
testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,NA,3.4.3
papeR,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0-2,NA,"car, xtable","utils, gmodels, graphics, stats",NA,"nlme, knitr, testthat (>= 0.10.0), foreign","lme4, survival",GPL-2,NA,NA,NA,NA,no,3.4.4
parallel,C:/Users/mmorris/Documents/R/R-3.4.3/library,3.4.3,base,NA,"tools, compiler",NA,methods,"snow, nws, Rmpi",Part of R 3.4.3,NA,NA,NA,NA,yes,3.4.3
parallelMap,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.3,NA,R (>= 3.0.0),"BBmisc (>= 1.8), checkmate (>= 1.5.1), parallel",NA,"testthat, Rmpi, BatchJobs (>= 1.5)",NA,BSD_2_clause + file LICENSE,NA,NA,NA,NA,no,3.4.3
ParamHelpers,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.10,NA,NA,"BBmisc (>= 1.10), checkmate (>= 1.8.1), methods",NA,"akima, eaf, emoa, GGally, ggplot2, gridExtra, grid, irace (>=
2.1), lhs, plyr, reshape2, testthat",NA,BSD_2_clause + file LICENSE,NA,NA,NA,NA,yes,3.4.3
partykit,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.2-0,NA,"R (>= 3.1.0), graphics, grid, libcoin (>= 1.0-0), mvtnorm,
rpart (>= 4.1-11)","grDevices, stats, utils, survival, Formula (>= 1.2-1), inum
(>= 1.0-0)",NA,"XML, pmml, rJava, sandwich, strucchange, vcd, AER, mlbench,
TH.data (>= 1.0-3), coin (>= 1.1-0), RWeka (>= 0.4-19),
datasets, parallel, psychotools, psychotree, party",NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.4.3
pastecs,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.3-18,NA,"boot, stats",NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.3
patchwork,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.0.1,NA,NA,"ggplot2 (>= 3.0.0),
gtable,
grid,
stats,
grDevices,
utils",NA,NA,NA,MIT + file LICENSE,NA,NA,NA,NA,NA,3.4.3
pbapply,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.3-4,NA,R (>= 3.2.0),parallel,NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.4.3
pbivnorm,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.6.0,NA,NA,NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.1
pbkrtest,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.4-7,NA,"R (>= 3.2.3), lme4 (>= 1.1.10)","Matrix (>= 1.2.3), parallel, MASS, methods",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.3
permute,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.9-4,NA,R (>= 2.14.0),stats,NA,"vegan (>= 2.0-0), testthat (>= 0.5), parallel",NA,GPL-2,NA,NA,NA,NA,no,3.4.3
phrasemachine,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.1.2,NA,NA,"NLP, openNLP, stringr",NA,"testthat, knitr, rmarkdown, quanteda",NA,GPL-3,NA,NA,NA,NA,no,3.4.3
pillar,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.1.0,NA,NA,"cli, crayon (>= 1.3.4), methods, rlang, utf8 (>= 1.1.3)",NA,"knitr, testthat (>= 2.0.0)",NA,GPL-3,NA,NA,NA,NA,no,3.4.3
pipeliner,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1.1.900,NA,NA,NA,NA,"knitr,
testthat,
rmarkdown,
modelr,
tidyverse",NA,Apache License 2.0,NA,NA,NA,NA,NA,3.4.3
pkgbuild,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0.0,NA,R (>= 3.1),"callr (>= 2.0.0),
crayon,
desc,
R6,
rprojroot,
withr (>= 2.1.2)",NA,"Rcpp,
testthat,
covr",NA,GPL-3,NA,NA,NA,NA,NA,3.4.3
pkgconfig,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.0.1,NA,NA,utils,NA,"covr, testthat, disposables (>= 1.0.3)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
pkgload,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0.0,NA,NA,"desc,
methods,
pkgbuild,
rlang,
rprojroot,
rstudioapi,
utils,
withr",NA,"bitops,
covr,
Rcpp,
testthat",NA,GPL-3,NA,NA,NA,NA,NA,3.4.3
pkgmaker,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.22,NA,"R (>= 3.0.0), stats, registry","methods, tools, codetools, digest, stringr, xtable, grDevices",NA,"devtools (>= 0.8), bibtex, RUnit, testthat, knitr,
ReportingTools, hwriter, argparse",NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.3
PKI,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1-5.1,NA,"R (>= 2.9.0), base64enc",NA,NA,NA,gmp,GPL-2 | GPL-3 | file LICENSE,NA,NA,NA,NA,yes,3.4.1
plogr,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1-1,NA,NA,NA,NA,Rcpp,NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
plotrix,C:/Users/mmorris/Documents/R/R-3.4.3/library,3.7,NA,NA,"grDevices, graphics, stats, utils",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.3
pls,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.6-0,NA,R (>= 2.10),"grDevices, graphics, methods, stats",NA,"MASS, parallel, Rmpi",NA,GPL-2,NA,NA,NA,NA,no,3.4.3
plyr,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.8.4,NA,R (>= 3.1.0),Rcpp (>= 0.11.0),Rcpp,"abind, testthat, tcltk, foreach, doParallel, itertools,
iterators, covr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.4.3
PMCMR,C:/Users/mmorris/Documents/R/R-3.4.3/library,4.2,NA,"R (>= 3.0.0), stats, base",NA,NA,"multcompView, xtable, graphics",NA,GPL (>= 3),NA,NA,NA,NA,no,3.4.3
png,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1-7,NA,R (>= 2.9.0),NA,NA,NA,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.4.1
polyreg,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.0.0.9000,NA,regtools,NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,NA,3.4.3
prabclus,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.2-6,NA,"R (>= 2.10), MASS, mclust",NA,NA,"spdep, maptools, foreign, mvtnorm",NA,GPL,NA,NA,NA,NA,no,3.4.3
praise,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0.0,NA,NA,NA,NA,testthat,NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
prediction,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.2.0,NA,NA,"utils, stats",NA,"datasets, methods, testthat","AER, betareg, brglm, crch, e1071, gam, gee, glmx, lme4, MASS,
mclogit, mlogit, mnlogit, MNP, nlme, nnet, ordinal, plm, pscl,
quantreg, sampleSelection, survey (>= 3.31-5), survival, VGAM",MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
prettyunits,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0.2,NA,NA,"magrittr, assertthat, methods",NA,testthat,NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
prodlim,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.6.1,NA,R (>= 2.9.0),"Rcpp (>= 0.11.5), stats, graphics, survival, KernSmooth, lava",Rcpp,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.3
profvis,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.3.4,NA,R (>= 3.0),"htmlwidgets (>= 0.3.2), stringr",NA,"knitr, ggplot2, rmarkdown, testthat, devtools",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,yes,3.4.3
progress,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.2.0,NA,NA,"hms, prettyunits, R6, crayon",NA,"Rcpp, testthat, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.4
proto,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0.0,NA,NA,NA,NA,"testthat, covr",NA,GPL-2,NA,NA,NA,NA,no,3.4.3
proxy,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.4-21,NA,R (>= 3.4.0),"stats, utils",NA,cba,NA,GPL-2,NA,NA,NA,NA,yes,3.4.3
pryr,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1.4,NA,R (>= 3.1.0),"stringr, codetools, methods, Rcpp (>= 0.11.0)",Rcpp,testthat (>= 0.8.0),NA,GPL-2,NA,NA,NA,NA,yes,3.4.4
pspearman,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.3-0,NA,NA,NA,NA,NA,NA,GPL-3,NA,NA,NA,NA,yes,3.4.1
psych,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.7.8,NA,R (>= 2.10),"mnormt,parallel,stats,graphics,grDevices,methods,foreign,lattice,nlme",NA,"GPArotation, lavaan, sem, lme4,Rcsdp, graph, Rgraphviz",NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.3
purrr,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.2.4,NA,R (>= 3.1),"magrittr (>= 1.5), rlang (>= 0.1), tibble",NA,"covr, dplyr (>= 0.4.3), knitr, rmarkdown, testthat",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,yes,3.4.3
pwr,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.2-2,NA,NA,"stats, graphics",NA,"ggplot2, scales, knitr, rmarkdown",NA,GPL (>= 3),NA,NA,NA,NA,no,3.4.3
qdap,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.2.9,NA,"R (>= 3.1.0), qdapDictionaries (>= 1.0.2), qdapRegex (>=
0.1.2), qdapTools (>= 1.3.1), RColorBrewer","chron, dplyr (>= 0.3), gdata, gender (>= 0.5.1), ggplot2 (>=
2.1.0), grid, gridExtra, igraph, methods, NLP, openNLP (>=
0.2-1), parallel, plotrix, RCurl, reports, reshape2, scales,
stringdist, tidyr, tm (>= 0.7.2), tools, venneuler, wordcloud,
xlsx, XML",NA,"koRpus, knitr, lda, proxy, stringi, SnowballC, testthat",NA,GPL-2,NA,NA,NA,NA,no,3.4.3
qdapDictionaries,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0.6,NA,R (>= 3.0.0),NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.4.1
qdapRegex,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.7.2,NA,R (>= 3.1.0),stringi (>= 0.5-5),NA,testthat,NA,GPL-2,NA,NA,NA,NA,no,3.4.3
qdapTools,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.3.3,NA,R (>= 3.0.0),"chron, data.table (>= 1.9.6), methods, RCurl, XML",NA,testthat,NA,GPL-2,NA,NA,NA,NA,no,3.4.3
quadprog,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.5-5,NA,R (>= 2.15.0),NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.1
quanteda,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.99.22,NA,"R (>= 3.4.0), methods","utils, stats, Matrix (>= 1.2), data.table (>= 1.9.6),
SnowballC, wordcloud, Rcpp (>= 0.12.12), RcppParallel,
RSpectra, stringi, fastmatch, ggplot2 (>= 2.2.0), XML, yaml,
lubridate, magrittr, spacyr","Rcpp, RcppParallel, RcppArmadillo (>= 0.7.600.1.0)","knitr, rmarkdown, lda, proxy, topicmodels, tm (>= 0.6), slam,
testthat, RColorBrewer, xtable, DT, ca, purrr",NA,GPL-3,NA,NA,NA,NA,yes,3.4.3
quantreg,C:/Users/mmorris/Documents/R/R-3.4.3/library,5.34,NA,"R (>= 2.6), stats, SparseM","methods, graphics, Matrix, MatrixModels",NA,"tripack, akima, MASS, survival, rgl, logspline, nor1mix,
Formula, zoo",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.3
qvcalc,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.9-1,NA,NA,NA,NA,"relimp, MASS",psychotools,GPL-2 | GPL-3,NA,NA,NA,NA,no,3.4.3
R.methodsS3,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.7.1,NA,R (>= 2.13.0),utils,NA,NA,NA,LGPL (>= 2.1),NA,NA,NA,NA,no,3.4.1
R.oo,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.21.0,NA,"R (>= 2.13.0), R.methodsS3 (>= 1.7.1)","methods, utils",NA,tools,NA,LGPL (>= 2.1),NA,NA,NA,NA,no,3.4.1
R.utils,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.6.0,NA,"R (>= 2.14.0), R.oo (>= 1.21.0)","methods, utils, tools, R.methodsS3 (>= 1.7.1)",NA,digest (>= 0.6.10),NA,LGPL (>= 2.1),NA,NA,NA,NA,no,3.4.4
R6,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.2.2,NA,R (>= 3.0),NA,NA,"knitr, microbenchmark, pryr, testthat, ggplot2, scales",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
randomForest,C:/Users/mmorris/Documents/R/R-3.4.3/library,4.6-12,NA,"R (>= 2.5.0), stats",NA,NA,"RColorBrewer, MASS",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.3
RApiDatetime,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.0.3,NA,NA,NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.1
rappdirs,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.3.1,NA,"R (>= 2.14), methods",NA,NA,"testthat, roxygen2",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.4.3
rapportools,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0,NA,reshape,"plyr, pander",NA,NA,NA,AGPL-3,NA,NA,NA,NA,no,3.4.4
rARPACK,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.11-0,NA,NA,RSpectra,NA,Matrix (>= 1.1-0),NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,no,3.4.3
raster,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.6-7,NA,"methods, sp (>= 1.2-0), R (>= 3.0.0)",Rcpp,Rcpp,"rgdal (>= 0.9-1), rgeos (>= 0.3-8), ncdf4, igraph, tcltk,
parallel, rasterVis, MASS, sf",NA,GPL (>= 3),NA,NA,NA,NA,yes,3.4.3
rAzureBatch,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.5.5,NA,NA,"httr (>= 1.2.1),
rjson (>= 0.2.15),
RCurl (>= 1.95-4.8),
digest (>=  0.6.9),
jsonlite,
methods",NA,testthat,NA,MIT + file LICENSE,NA,NA,NA,NA,NA,3.4.3
Rcmdr,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.4-1,NA,"R (>= 3.2.0), grDevices, graphics, methods, stats, utils,
splines, RcmdrMisc (>= 1.0-6), car (>= 2.1-3), effects (>=
3.0-1)","tcltk, tcltk2 (>= 1.2-6), abind, relimp (>= 1.0-5)",NA,"aplpack, boot, colorspace, e1071, foreign, grid, Hmisc,
knitr, lattice, leaps, lmtest, markdown, MASS, mgcv, multcomp
(>= 0.991-2), nlme, nnet, nortest, readxl, rgl (>= 0.96.0),
rmarkdown (>= 0.9.5), sem (>= 2.1-1)",NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.3
RcmdrMisc,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0-7,NA,"R (>= 3.0.0), utils, car, sandwich","abind, colorspace, Hmisc (>= 4.1-0), MASS, e1071, foreign,
haven, readstata13, readxl, graphics, grDevices, stats, nortest",NA,"boot, datasets",NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.3
RColorBrewer,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.1-2,NA,R (>= 2.0.0),NA,NA,NA,NA,Apache License 2.0,NA,NA,NA,NA,no,3.4.1
Rcpp,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.12.18,NA,R (>= 3.0.0),"methods, utils",NA,"RUnit, inline, rbenchmark, knitr, rmarkdown, pinp, pkgKitten
(>= 0.1.2)",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.4
RcppArmadillo,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.8.300.1.0,NA,NA,"Rcpp (>= 0.11.0), stats, utils, methods",Rcpp,"RUnit, Matrix, pkgKitten, reticulate, rmarkdown, knitr, pinp",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.3
RcppEigen,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.3.3.3.1,NA,R (>= 2.15.1),"Matrix (>= 1.1-0), Rcpp (>= 0.11.0), stats, utils",Rcpp,"inline, RUnit, pkgKitten",NA,GPL (>= 2) | file LICENSE,NA,NA,NA,NA,yes,3.4.3
RcppParallel,C:/Users/mmorris/Documents/R/R-3.4.3/library,4.3.20,NA,R (>= 3.0.2),NA,BH (>= 1.60.0-1),"Rcpp, RUnit, knitr, rmarkdown",NA,GPL-2,NA,NA,NA,NA,yes,3.4.3
RcppRoll,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.2.2,NA,R (>= 2.15.1),Rcpp,Rcpp,"zoo, microbenchmark, testthat, RcppArmadillo",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.3
RCurl,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.95-4.10,NA,"R (>= 3.0.0), methods, bitops",NA,NA,"Rcompression, XML",NA,BSD,NA,NA,NA,NA,yes,3.4.3
readODS,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.6.4,NA,NA,"xml2 (>= 1.0.0), cellranger, readr",NA,"dplyr, testthat, datasets",NA,GPL-3,NA,NA,NA,NA,no,3.4.3
readr,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.1.1,NA,R (>= 3.0.2),"Rcpp (>= 0.12.0.5), tibble, hms, R6","Rcpp, BH","curl, testthat, knitr, rmarkdown, stringi, covr",NA,GPL (>= 2) | file LICENSE,NA,NA,NA,NA,yes,3.4.3
readstata13,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.9.0,NA,NA,Rcpp (>= 0.11.5),Rcpp,testthat,NA,GPL-2 | file LICENSE,NA,NA,NA,NA,yes,3.4.3
readxl,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0.0,NA,NA,"cellranger, Rcpp (>= 0.11.6), tibble (>= 1.1)",Rcpp,"covr, knitr, rmarkdown, rprojroot (>= 1.1), testthat",NA,GPL-3,NA,NA,NA,NA,yes,3.4.3
rebus,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1-3,NA,R (>= 3.1.0),"rebus.base (>= 0.0-3), rebus.datetimes, rebus.numbers,
rebus.unicode (>= 0.0-2)",NA,testthat,NA,Unlimited,NA,NA,NA,NA,no,3.4.3
rebus.base,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.0-3,NA,R (>= 3.1.0),stats,NA,"stringi, testthat",NA,Unlimited,NA,NA,NA,NA,no,3.4.3
rebus.datetimes,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.0-1,NA,R (>= 3.1.0),rebus.base,NA,"stats, testthat",NA,Unlimited,NA,NA,NA,NA,no,3.4.3
rebus.numbers,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.0-1,NA,R (>= 3.1.0),"rebus.base, utils",NA,testthat,NA,Unlimited,NA,NA,NA,NA,no,3.4.3
rebus.unicode,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.0-2,NA,R (>= 3.1.0),rebus.base (>= 0.0-2),NA,stringi,NA,Unlimited,NA,NA,NA,NA,no,3.4.3
recipes,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1.2,NA,"R (>= 3.1), dplyr, broom","tibble, stats, ipred, dimRed (>= 0.1.0), lubridate, timeDate,
ddalpha, purrr, rlang (>= 0.1.1), gower, RcppRoll, tidyselect
(>= 0.1.1), magrittr, Matrix",NA,"testthat, rpart, kernlab, fastICA, RANN, igraph, knitr,
caret, ggplot2, rmarkdown, covr",NA,GPL-2,NA,NA,NA,NA,no,3.4.3
registry,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.5,NA,R (>= 2.6.0),utils,NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.4.3
regtools,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0.1,NA,"FNN,mvtnorm,dummies,car",NA,NA,"knitr, rmarkdown",NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.4
relimp,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0-5,NA,R (>= 2.0.0),"stats, utils",NA,"tcltk, nnet, MASS, Rcmdr",NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.3
rematch,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0.1,NA,NA,NA,NA,"covr, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
rematch2,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.0.1,NA,NA,tibble,NA,"covr, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.4
reports,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1.4,NA,R (>= 2.15),NA,NA,"pander, knitr, knitcitations, ProjectTemplate",NA,GPL-2,NA,NA,NA,NA,no,3.4.3
reprex,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1.2,NA,R (>= 3.0.2),"callr, knitr, rmarkdown, tools, utils, whisker",NA,"covr, devtools, formatR, fortunes, miniUI, rstudioapi, shiny,
shinyjs, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
reshape,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.8.7,NA,R (>= 2.6.1),plyr,NA,NA,NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.4.3
reshape2,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.4.3,NA,R (>= 3.1),"plyr (>= 1.8.1), Rcpp, stringr",Rcpp,"covr, lattice, testthat (>= 0.8.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.4.3
reticulate,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.5,NA,R (>= 3.0),"utils, graphics, jsonlite, Rcpp (>= 0.12.7)",Rcpp,"testthat, knitr, callr",NA,Apache License 2.0,NA,NA,NA,NA,yes,3.4.3
